pid,pub_type,pub_date,title,authors,doi,ark,journal,collaboration
"articles:16508","article","2015-02-01","Mesospheric and thermospheric observations of the January 2010 stratospheric warming event","Wu, Q.;Nozawa, S.","10.1016/j.jastp.2014.11.006","ark:/85065/d7k64k6q","Journal of Atmospheric and Solar-Terrestrial Physics","UCAR and University"
"articles:16509","article","2015-02-01","An evaluation of experimental decadal predictions using CCSM4","Karspeck, A.;Yeager, S.;et al","10.1007/s00382-014-2212-7","ark:/85065/d7ff3thf","Climate Dynamics","UCAR only"
"articles:16512","article","2015-02-16",'Lidar and CTIPe model studies of the fast amplitude growth with altitude of the diurnal temperature "tides" in the Antarctic winter lower thermosphere and dependence on geomagnetic activity',"Fong, W.;Chu, X.;et al","10.1002/2014GL062784","ark:/85065/d72808s4","Geophysical Research Letters","UCAR and University"
"articles:16514","article","2015-03-15","Stratospheric and mesospheric HO₂ observations from the Aura Microwave Limb Sounder","Millán, L.;Wang, S.;et al","10.5194/acp-15-2889-2015","ark:/85065/d7sq91jh","Atmospheric Chemistry and Physics","UCAR, University and Other"
"articles:16515","article","2015-03-04","Ensemble simulations of the role of the stratosphere in the attribution of northern extratropical tropospheric ozone variability","Hess, P.;Kinnison, D.;et al","10.5194/acp-15-2341-2015","ark:/85065/d7nz88sb","Atmospheric Chemistry and Physics","UCAR, University and Other"
"articles:16516","article","2015-01-23","Sunset-sunrise difference in solar occultation ozone measurements (SAGE II, HALOE, and ACE-FTS) and its relationship to tidal vertical winds","Sakazaki, T.;Shiotani, M.;et al","10.5194/acp-15-829-2015","ark:/85065/d7j67j3s","Atmospheric Chemistry and Physics","UCAR, University and Other"
"articles:16517","article","2015-03-23","Seasonal changes in the tropospheric carbon monoxide profile over the remote Southern Hemisphere evaluated using multi-model simulations and aircraft observations","Fisher, J.;Wilson, S.;et al","10.5194/acp-15-3217-2015","ark:/85065/d7dj5gsc","Atmospheric Chemistry and Physics","UCAR, University and Other"
"articles:16518","article","2015-03-10","How emissions, climate, and land use change will impact mid-century air quality over the United States: A focus on effects at national parks","Val Martin, M.;Heald, C.;et al","10.5194/acp-15-2805-2015","ark:/85065/d78s4r3h","Atmospheric Chemistry and Physics","UCAR, University and Other"
"articles:16520","article","2015-01-12","Case study on complex sporadic E layers observed by GPS radio occultations","Yue, X.;Schreiner, W.;et al","10.5194/amt-8-225-2015","ark:/85065/d71837p6","Atmospheric Measurement Techniques","UCAR and University"
"articles:16523","","2015-02-01","","no authors found","10.1175/JCLI-D-14-00184.1","ark:/85065/d7n017qq","",""
"articles:16524","article","2015-03-01","Consequences of kriging and land use regression for PM2.5 predictions in epidemiologic analyses: Insights into spatial variability using high-resolution satellite data","Alexeeff, S.;Schwartz, J.;et al","10.1038/jes.2014.40","ark:/85065/d7h996b8","Journal of Exposure Science and Environmental Epidemiology","UCAR and University"
"articles:16526","article","2015-01-01","Evolution of summer Arctic sea ice albedo in CCSM4 simulations: Episodic summer snowfall and frozen summers","Light, B.;Dickinson, S.;et al","10.1002/2014JC010149","ark:/85065/d77s7pzq","Journal of Geophysical Research-Oceans","UCAR, University and Other"
"articles:16527","article","2015-01-01","Are we unnecessarily constraining the agility of complex process-based models?","Mendoza, P.;Clark, M.;et al","10.1002/2014WR015820","ark:/85065/d7416z7q","Water Resources Research","UCAR, University and Other"
"articles:16528","article","2015-02-02","Recent trends and drivers of regional sources and sinks of carbon dioxide","Sitch, S.;Friedlingstein, P.;et al","10.5194/bg-12-653-2015","ark:/85065/d70866gx","Biogeosciences","UCAR, University and Other"
"articles:16529","article","2015-01-01","Longitudinal variations of the nighttime E layer electron density in the auroral zone","Luan, X.;Wang, W.;et al","10.1002/2014JA020610","ark:/85065/d7vh5q0n","Journal of Geophysical Research-Space Physics","UCAR, University and Other"
"articles:16530","article","2015-03-01","Photon mean free paths, scattering, and ever-increasing telescope resolution","Judge, P.;Kleint, L.;et al","10.1007/s11207-014-0643-2","ark:/85065/d7qr4z9c","Solar Physics","UCAR, University and Other"
"articles:16531","article","2015-02-01","A tracer-based inversion method for diagnosing eddy-induced diffusivity and advection","Bachman, S.;Fox-Kemper, B.;et al","10.1016/j.ocemod.2014.11.006","ark:/85065/d7m32wxc","Ocean Modelling","UCAR and University"
"articles:16532","article","2015-02-01","Impact of assimilating radiances with the WRFDA ETKF/3DVAR hybrid system on prediction of two typhoons in 2012","Xu, D.;Huang, X.;et al","10.1007/s13351-014-4053-z","ark:/85065/d7gb257w","Journal of Meteorological Research","UCAR, University and Other"
"articles:16533","article","2015-01-27","A climatology of planetary wave-driven mesospheric inversion layers in the extratropical winter","France, J.;Harvey, V.;et al","10.1002/2014JD022244","ark:/85065/d7bk1djm","Journal of Geophysical Research-Atmospheres","UCAR and University"
"articles:16534","article","2015-04-01","Icelandic volcanic emissions and climate","Gettelman, A.;Schmidt, A.;et al","10.1038/ngeo2376","ark:/85065/d76t0ntw","Nature Geoscience","UCAR and University"
"articles:16535","article","2015-03-20","Generalized background error covariance matrix model (GEN_BE v2.0)","Descombes, G.;Auligne, T.;et al","10.5194/gmd-8-669-2015","ark:/85065/d7319x2w","Geoscientific Model Development","UCAR, University and Other"
"articles:16536","article","2015-01-01","Impact of aerosol radiative effects on 2000-2010 surface temperatures","Gettelman, A.;Shindell, D.;et al","10.1007/s00382-014-2464-2","ark:/85065/d7z89dkk","Climate Dynamics","UCAR and University"
"articles:16537","article","2015-01-08","Seasonal fluctuations of small mammal and flea communities in a Ugandan plague focus: Evidence to implicate Arvicanthis niloticus and Crocidura spp. as key hosts in Yersinia pestis transmission","Moore, S.;Monaghan, A.;et al","10.1186/s13071-014-0616-1","ark:/85065/d7th8nw9","Parasites & Vectors","UCAR, University and Other"
"articles:16539","article","2015-02-02","Carbonaceous aerosols recorded in a southeastern Tibetan glacier: analysis of temporal variations and model estimates of sources and radiative forcing","Wang, M.;Xu, B.;et al","10.5194/acp-15-1191-2015","ark:/85065/d7k35vvw","Atmospheric Chemistry and Physics","UCAR, University and Other"
"articles:16540","article","2015-01-01","Intraannual variability of tides in the thermosphere from model simulations and in situ satellite observations","Häusler, K.;Hagan, M.;et al","10.1002/2014JA020579","ark:/85065/d7fb544z","Journal of Geophysical Research-Space Physics","UCAR, University and Other"
"articles:16541","article","2015-01-01","Poynting flux-conserving low-altitude boundary conditions for global magnetospheric models","Xi, S.;Lotko, W.;et al","10.1002/2014JA020470","ark:/85065/d79k4cd7","Journal of Geophysical Research-Space Physics","UCAR and University"
"articles:16542","article","2015-03-06","Fortifying international collaborations on African air quality","Tilmes, S.;Gbobaniyi, E.;et al","10.1029/2015EO025331","ark:/85065/d75t3mn2","Eos","UCAR, University and Other"
"articles:16543","article","2015-03-31","Multi-model study of chemical and physical controls on transport of anthropogenic and biomass burning pollution to the Arctic","Monks, S.;Arnold, S.;et al","10.5194/acp-15-3575-2015","ark:/85065/d7222vxn","Atmospheric Chemistry and Physics","UCAR, University and Other"
"articles:16544","article","2015-03-30","Directional analysis of the storm surge from Hurricane Sandy 2012, with applications to Charleston, New Orleans, and the Philippines","Drews, C.;Galarneau, T.","10.1371/journal.pone.0122113","ark:/85065/d7x92cg6","PLoS One","UCAR only"
"articles:16545","article","2015-03-01","Evaluating the diurnal cycle of upper-tropospheric ice clouds in climate models using SMILES observations","Jiang, J.;Su, H.;et al","10.1175/JAS-D-14-0124.1","ark:/85065/d7sn0b4r","Journal of the Atmospheric Sciences","UCAR, University and Other"
"articles:16547","article","2015-03-01","Modeling the impacts of climate change on nitrogen losses and crop yield in a subsurface drained field","Wang, Z.;Qi, Z.;et al","10.1007/s10584-015-1342-1","ark:/85065/d7j38trz","Climatic Change","UCAR and University"
"articles:16548","article","2015-03-01","Decadal relationship between European blocking and the North Atlantic Oscillation during 1978-2011. Part II: A theoretical model study","Luo, D.;Yao, Y.;et al","10.1175/JAS-D-14-0040.1","ark:/85065/d7db8311","Journal of the Atmospheric Sciences","UCAR and University"
"articles:16549","article","2015-03-01","Decadal relationship between European blocking and the North Atlantic Oscillation during 1978-2011. Part I: Atlantic conditions","Luo, D.;Yao, Y.;et al","10.1175/JAS-D-14-0039.1","ark:/85065/d78k7b7d","Journal of the Atmospheric Sciences","UCAR and University"
"articles:16550","article","2015-04-01","Quadrature-free implementation of a discontinuous Galerkin global shallow-water model via flux correction procedure","Nair, R.","10.1175/MWR-D-14-00174.1","ark:/85065/d74t6khp","Monthly Weather Review","UCAR only"
"articles:16551","article","2015-02-16","Influence of the North Pacific Victoria mode on the Pacific ITCZ summer precipitation","Ding, R.;Li, J.;et al","10.1002/2014JD022364","ark:/85065/d7125ttq","Journal of Geophysical Research-Atmospheres","UCAR, University and Other"
"articles:16553","article","2015-01-28","A numerical investigation of boundary layer quasi-equilibrium","Thayer-Calder, K.;Randall, D.","10.1002/2014GL062649","ark:/85065/d7rn3928","Geophysical Research Letters","UCAR and University"
"articles:16554","article","2015-01-27","Impacts of subgrid-scale orography parameterization on simulated surface layer wind and monsoonal precipitation in the high-resolution WRF model","Lee, J.;Shin, H.;et al","10.1002/2014JD022747","ark:/85065/d7mw2jbj","Journal of Geophysical Research-Atmospheres","UCAR, University and Other"
"articles:16556","article","2015-02-05","Implementation and comparison of a suite of heat stress metrics within the Community Land Model version 4.5","Buzan, J.;Oleson, K.;et al","10.5194/gmd-8-151-2015","ark:/85065/d7cc11vb","Geoscientific Model Development","UCAR and University"
"articles:16557","article","2015-05-15","A spreading drop of shallow water","Jarecka, D.;Jaruga, A.;et al","10.1016/j.jcp.2015.02.003","ark:/85065/d77m093k","Journal of Computational Physics","UCAR, University and Other"
"articles:16559","article","2015-04-01","Enhancing hydrologic modelling in the coupled Weather Research and Forecasting -- Urban modelling system","Yang, J.;Wang, Z.;et al","10.1007/s10546-014-9991-6","ark:/85065/d7057h32","Boundary-Layer Meteorology","UCAR, University and Other"
"articles:16561","article","2015-03-01","Reconstruction of the springtime East Asian Subtropical Jet and Western Pacific pattern from a millennial-length Taiwanese tree-ring chronology","Wright, W.;Gaun, B.;et al","10.1007/s00382-014-2402-3","ark:/85065/d7qn67zx","Climate Dynamics","UCAR, University and Other"
"articles:16562","article","2015-03-01","Stochastically generated North American megadroughts","Stevenson, S.;Timmermann, A.;et al","10.1175/JCLI-D-13-00689.1","ark:/85065/d7kw5h65","Journal of Climate","UCAR, University and Other"
"articles:16563","article","2015-03-01","Projected impact of twenty-first century ENSO changes on rainfall over Central America and northwest South America from CMIP5 AOGCMs","Steinhoff, D.;Monaghan, A.;et al","10.1007/s00382-014-2196-3","ark:/85065/d7g44rf9","Climate Dynamics","UCAR only"
"articles:16564","article","2015-03-15","Nitrogen availability reduces CMIP5 projections of Twenty-First-Century land carbon uptake","Zaehle, S.;Jones, C.;et al","10.1175/JCLI-D-13-00776.1","ark:/85065/d7bc40qz","Journal of Climate","UCAR, University and Other"
"articles:16565","article","2015-03-15","The role of ocean-atmosphere coupling in the zonal-mean atmospheric response to Arctic Sea ice loss","Deser, C.;Tomas, R.;et al","10.1175/JCLI-D-14-00325.1","ark:/85065/d76m3813","Journal of Climate","UCAR only"
"articles:16567","article","2015-02-27","A negative feedback between anthropogenic ozone pollution and enhanced ocean emissions of iodine","Prados-Roman, C.;Cuevas, C.;et al","10.5194/acp-15-2215-2015","ark:/85065/d7z60q7q","Atmospheric Chemistry and Physics","UCAR, University and Other"
"articles:16568","article","2015-02-24","The relative dispersion of cloud droplets: its robustness with respect to key cloud properties","Tas, E.;Teller, A.;et al","10.5194/acp-15-2009-2015","ark:/85065/d7td9zhf","Atmospheric Chemistry and Physics","UCAR, University and Other"
"articles:16571","article","2015-01-28","Influence of internal variability on Arctic sea-ice trends","Swart, N.;Fyfe, J.;et al","10.1038/nclimate2483","ark:/85065/d7f47q9x","Nature Climate Change","UCAR, University and Other"
"articles:16573","article","2015-04-01","Using aquaplanets to understand the robust responses of comprehensive climate models to forcing","Medeiros, B.;Stevens, B.;et al","10.1007/s00382-014-2138-0","ark:/85065/d75q4x86","Climate Dynamics","UCAR and Other"
"articles:16577","article","2015-03-24","Permafrost carbon-climate feedback is sensitive to deep soil carbon decomposability but not deep soil nitrogen dynamics","Koven, C.;Lawrence, D.;et al","10.1073/pnas.1415123112","ark:/85065/d7np25kc","Proceedings of the National Academy of Sciences of the United States of America","UCAR and Other"
"articles:16578","article","2015-03-01","Wave boundary layer turbulence over surface waves in a strongly forced condition","Hara, T.;Sullivan, P.","10.1175/JPO-D-14-0116.1","ark:/85065/d7hx1dvn","Journal of Physical Oceanography","UCAR and University"
"articles:16579","article","2015-03-01","Isohaline salinity budget of the North Atlantic salinity maximum","Bryan, F.;Bachman, S.","10.1175/JPO-D-14-0172.1","ark:/85065/d7d79ckv","Journal of Physical Oceanography","UCAR and University"
"articles:16580","article","2015-03-01","Langmuir Turbulence under Hurricane Gustav (2008)","Rabe, T.;Kukulka, T.;et al","10.1175/JPO-D-14-0030.1","ark:/85065/d78g8mwk","Journal of Physical Oceanography","UCAR and University"
"articles:16581","article","2015-02-27","Near-cloud aerosols in monsoon environment and its impact on radiative forcing","Konwar, M.;Panicker, A.;et al","10.1002/2014JD022420","ark:/85065/d74q7w6q","Journal of Geophysical Research-Atmospheres","UCAR and Other"
"articles:16583","article","2015-06-01","Numerical simulations of heavy rainfall over central Korea on 21 September 2010 using the WRF model","Byun, U.;Hong, J.;et al","10.1007/s00376-014-4075-6","ark:/85065/d7w66mzj","Advances in Atmospheric Sciences","UCAR, University and Other"
"articles:16584","article","2015-05-01","PM₂.₅ analog forecast and Kalman filter post-processing for the Community Multiscale Air Quality (CMAQ) model","Djalalova, I.;Delle Monache, L.;et al","10.1016/j.atmosenv.2015.02.021","ark:/85065/d7rf5w6s","Atmospheric Environment","UCAR, University and Other"
"articles:16585","article","2015-04-27","Joint application of concentration and δ¹⁸O to investigate the global atmospheric CO budget","Park, K.;Emmons, L.;et al","","ark:/85065/d7mp54gf","Atmosphere","UCAR, University and Other"
"articles:16587","article","2015-04-09","Climate change and the permafrost carbon feedback","Schuur, E.;McGuire, A.;et al","10.1038/nature14338","ark:/85065/d7c82bgg","Nature","UCAR, University and Other"
"articles:16590","article","2015-04-01","Calibration and evaluation of a flood forecasting system: Utility of numerical weather prediction model, data assimilation and satellite-based rainfall","Yucel, I.;Onen, A.;et al","10.1016/j.jhydrol.2015.01.042","ark:/85065/d700038z","Journal of Hydrology","UCAR and University"
"articles:16592","article","2015-02-01","Electron precipitation models in global magnetosphere simulations","Zhang, B.;Lotko, W.;et al","10.1002/2014JA020615","ark:/85065/d7qf8v2d","Journal of Geophysical Research-Space Physics","UCAR and University"
"articles:16593","article","2015-02-01","Ionospheric response to CIR-induced recurrent geomagnetic activity during the declining phase of solar cycle 23","Chen, Y.;Wang, W.;et al","10.1002/2014JA020657","ark:/85065/d7ks6sqj","Journal of Geophysical Research-Space Physics","UCAR, University and Other"
"articles:16595","article","2015-02-01","Modeling CME-shock-driven storms in 2012-2013: MHD test particle simulations","Hudson, M.;Paral, J.;et al","10.1002/2014JA020833","ark:/85065/d7b8599n","Journal of Geophysical Research-Space Physics","UCAR, University and Other"
"articles:16596","article","2015-05-01","Global radiative-convective equilibrium in the Community Atmosphere Model, version 5","Reed, K.;Medeiros, B.;et al","10.1175/JAS-D-14-0268.1","ark:/85065/d76h4jkx","Journal of the Atmospheric Sciences","UCAR only"
"articles:16598","article","2015-04-01","BioEarth: Envisioning and developing a new regional earth system model to inform natural and agricultural resource management","Adam, J.;Stephens, J.;et al","10.1007/s10584-014-1115-2","ark:/85065/d7z0399q","Climatic Change","UCAR, University and Other"
"articles:16599","article","2015-04-01","Interactions between urbanization, heat stress, and climate change","Oleson, K.;Monaghan, A.;et al","10.1007/s10584-013-0936-8","ark:/85065/d7t72jmf","Climatic Change","UCAR and University"
"articles:16601","article","2015-04-01","Regional integrated environmental modeling system: Development and application","Wang, S.;Fu, C.;et al","10.1007/s10584-013-0973-3","ark:/85065/d7js9rn2","Climatic Change","UCAR, University and Other"
"articles:16604","article","2015-04-01","A new generic method for quantifying the scale predictability of the fractal atmosphere: Applications to model verification","Fang, X.;Kuo, Y.","10.1175/JAS-D-14-0112.1","ark:/85065/d75h7hfj","Journal of the Atmospheric Sciences","UCAR only"
"articles:16605","article","2015-04-01","Testing of a cell-integrated semi-Lagrangian semi-implicit nonhydrostatic atmospheric solver (CSLAM-NH) with idealized orography","Wong, M.;Skamarock, W.;et al","10.1175/MWR-D-14-00059.1","ark:/85065/d71r6rpc","Monthly Weather Review","UCAR and University"
"articles:16606","article","2015-04-01","The effect of groundwater interaction in North American regional climate simulations with WRF/Noah-MP","Barlage, M.;Tewari, M.;et al","10.1007/s10584-014-1308-8","ark:/85065/d7x06877","Climatic Change","UCAR and University"
"articles:16607","article","2015-04-01","Impact of melting snow on the valley flow field and precipitation phase transition","Thériault, J.;Milbrandt, J.;et al","10.1016/j.atmosres.2014.12.006","ark:/85065/d7sb46xt","Atmospheric Research","UCAR, University and Other"
"articles:16608","article","2015-04-01","Effects of localized grid refinement on the general circulation and climatology in the Community Atmosphere Model","Zarzycki, C.;Jablonowski, C.;et al","10.1175/JCLI-D-14-00599.1","ark:/85065/d7nk3g7z","Journal of Climate","UCAR, University and Other"
"articles:16609","article","2015-04-01","Correcting for position errors in variational data assimilation","Nehrkorn, T.;Woods, B.;et al","10.1175/MWR-D-14-00127.1","ark:/85065/d7ht2qh7","Monthly Weather Review","UCAR and Other"
"articles:16610","article","2015-04-01","Increasing the skill of probabilistic forecasts: Understanding performance improvements from model-error representations","Berner, J.;Fossell, K.;et al","10.1175/MWR-D-14-00091.1","ark:/85065/d7d21zst","Monthly Weather Review","UCAR only"
"articles:16611","article","2015-05-01","Meteorological conditions associated with increased incidence of West Nile virus disease in the United States, 2004-2012","Hahn, M.;Monaghan, A.;et al","10.4269/ajtmh.14-0737","ark:/85065/d789171f","American Journal of Tropical Medicine and Hygiene","UCAR and Other"
"articles:16612","article","2015-04-01","A composite perspective of the extratropical flow response to recurving western North Pacific tropical cyclones","Archambault, H.;Keyser, D.;et al","10.1175/MWR-D-14-00270.1","ark:/85065/d74j0g88","Monthly Weather Review","UCAR and University"
"articles:16613","article","2015-03-01","Electrodynamics of the equatorial evening ionosphere: 1. Importance of winds in different regions","Richmond, A.;Fang, T.;et al","10.1002/2014JA020934","ark:/85065/d70r9qkf","Journal of Geophysical Research-Space Physics","UCAR and University"
"articles:16615","article","2015-04-01","Revisiting the relationship between eyewall contraction and intensification","Stern, D.;Vigh, J.;et al","10.1175/JAS-D-14-0261.1","ark:/85065/d7rb75sf","Journal of the Atmospheric Sciences","UCAR and University"
"articles:16617","article","2015-05-13","Description and evaluation of tropospheric chemistry and aerosols in the Community Earth System Model (CESM1.2)","Tilmes, S.;Lamarque, J.;et al","10.5194/gmd-8-1395-2015","ark:/85065/d7gt5pbd","Geoscientific Model Development","UCAR, University and Other"
"articles:16618","article","2015-04-01","An observational and modeling study of impacts of bark beetle-caused tree mortality on surface energy and hydrological cycles","Chen, F.;Zhang, G.;et al","10.1175/JHM-D-14-0059.1","ark:/85065/d7c24xkj","Journal of Hydrometeorology","UCAR, University and Other"
"articles:16619","article","2015-04-15","The role of clouds in modulating global aerosol direct radiative effects in spaceborne active observations and the Community Earth System Model","Matus, A.;L’Ecuyer, T.;et al","10.1175/JCLI-D-14-00426.1","ark:/85065/d77945tr","Journal of Climate","UCAR and University"
"articles:16620","article","2015-04-01","Effects of hydrologic model choice and calibration on the portrayal of climate change impacts","Mendoza, P.;Clark, M.;et al","10.1175/JHM-D-14-0104.1","ark:/85065/d73j3f4w","Journal of Hydrometeorology","UCAR, University and Other"
"articles:16621","article","2015-04-01","Simulation of flash-flood-producing storm events in Saudi Arabia using the Weather Research and Forecasting Model","Deng, L.;McCabe, M.;et al","10.1175/JHM-D-14-0126.1","ark:/85065/d7zw1n3c","Journal of Hydrometeorology","UCAR and University"
"articles:16622","article","2015-05-01","A model-based evaluation of tropical climate in Pangaea during the late Palaeozoic icehouse","Heavens, N.;Mahowald, N.;et al","10.1016/j.palaeo.2015.02.024","ark:/85065/d7v40wdd","Palaeogeography, Palaeoclimatology, Palaeoecology","UCAR and University"
"articles:16623","article","2015-01-01","Using weather forecasts to help manage meningitis in the West African Sahel","Pandya, R.;Hodgson, A.;et al","10.1175/BAMS-D-13-00121.1","ark:/85065/d7qc04p2","Bulletin of the American Meteorological Society","UCAR, University and Other"
"articles:16626","article","2015-04-10","Efficient small-scale dynamo in the solar convection zone","Hotta, H.;Rempel, M.;et al","10.1088/0004-637X/803/1/42","ark:/85065/d7b27wgm","The Astrophysical Journal","UCAR and University"
"articles:16628","article","2015-03-18","Resolving the paradox of oceanic large-scale balance and small-scale mixing","Marino, R.;Pouquet, A.;et al","10.1103/PhysRevLett.114.114504","ark:/85065/d72n53f8","Physical Review Letters","UCAR, University and Other"
"articles:16629","article","2015-02-01","Evidence of nonlinear interaction between quasi 2 day wave and quasi-stationary wave","Gu, S.;Liu, H.;et al","10.1002/2014JA020919","ark:/85065/d7xw4m0f","Journal of Geophysical Research-Space Physics","UCAR and University"
"articles:16630","article","2015-02-01","Thermospheric winds around the cusp region","Sheng, C.;Deng, Y.;et al","10.1002/2014JA020028","ark:/85065/d7t43v81","Journal of Geophysical Research-Space Physics","UCAR, University and Other"
"articles:16634","article","2015-03-16","Detectability of CO₂ flux signals by a space-based lidar mission","Hammerling, D.;Kawa, S.;et al","10.1002/2014JD022483","ark:/85065/d7930vc7","Journal of Geophysical Research-Atmospheres","UCAR, University and Other"
"articles:16635","article","2015-03-16","Investigation of the transport processes controlling the geographic distribution of carbon monoxide at the tropical tropopause","Jensen, E.;Pfister, L.;et al","10.1002/2014JD022661","ark:/85065/d75d8t0s","Journal of Geophysical Research-Atmospheres","UCAR and Other"
"articles:16636","article","2015-05-01","Mesospheric temperatures and sodium properties measured with the ALOMAR Na lidar compared with WACCM","Dunker, T.;Hoppe, U.;et al","10.1016/j.jastp.2015.01.003","ark:/85065/d71n829w","Journal of Atmospheric and Solar-Terrestrial Physics","UCAR and University"
"articles:16638","article","2015-05-01","Meridional circulation in solar and stellar convection zones","Featherstone, N.;Miesch, M.","10.1088/0004-637X/804/1/67","ark:/85065/d7s46t4n","The Astrophysical Journal","UCAR and University"
"articles:16639","article","2015-03-27","Upper tropospheric ozone production from lightning NOx-impacted convection: Smoke ingestion case study from the DC3 campaign","Apel, E.;Hornbrook, R.;et al","10.1002/2014JD022121","ark:/85065/d7nc62cv","Journal of Geophysical Research-Atmospheres","UCAR, University and Other"
"articles:16640","article","2015-03-01","New 3-D simulations of climate change in the thermosphere","Solomon, S.;Qian, L.;et al","10.1002/2014JA020886","ark:/85065/d7hm59n4","Journal of Geophysical Research-Space Physics","UCAR only"
"articles:16642","article","2015-03-01","Electrodynamics of the equatorial evening ionosphere: 2. Conductivity influences on convection, current, and electrodynamic energy flow","Richmond, A.;Fang, T.","10.1002/2014JA020935","ark:/85065/d7862hn5","Journal of Geophysical Research-Space Physics","UCAR and University"
"articles:16645","article","2015-03-01","Effects of the Bering Strait closure on AMOC and global climate under different background climates","Hu, A.;Meehl, G.;et al","10.1016/j.pocean.2014.02.004","ark:/85065/d7vx0hqt","Progress in Oceanography","UCAR and University"
"articles:16651","article","2015-05-01","An analysis of the linkage of Pacific subtropical cells with the recharge--discharge processes in ENSO evolution","Chen, H.;Sui, C.;et al","10.1175/JCLI-D-14-00134.1","ark:/85065/d73f4qvz","Journal of Climate","UCAR and University"
"articles:16655","article","2015-04-25","Effects of model structural uncertainty on carbon cycle projections: Biological nitrogen fixation as a case study","Wieder, W.;Cleveland, C.;et al","10.1088/1748-9326/10/4/044016","ark:/85065/d7kh0phk","Environmental Research Letters","UCAR and University"
"articles:16656","article","2015-04-22","An analysis of an incomplete marked point pattern of heat-related 911 calls","Heaton, M.;Sain, S.;et al","10.1080/01621459.2014.983229","ark:/85065/d7fq9xtr","Journal of the American Statistical Association","UCAR and University"
"articles:16660","article","2015-05-01","A stochastic perturbation method to generate inflow turbulence in large-eddy simulation models: Application to neutrally stratified atmospheric boundary layers","Munoz-Esparza, D.;Kosovic, B.;et al","10.1063/1.4913572","ark:/85065/d7xp763w","Physics of Fluids","UCAR and Other"
"articles:16661","article","2015-05-01","Improved parallel performance of the CICE model in CESM1","Craig, A.;Mickelson, S.;et al","10.1177/1094342014548771","ark:/85065/d7sx6fdm","International Journal of High Performance Computing Applications","UCAR and Other"
"articles:16662","article","2015-03-01","Modeling the interaction between convection and nonthermal ion outflows","Varney, R.;Wiltberger, M.;et al","10.1002/2014JA020769","ark:/85065/d7p84d3x","Journal of Geophysical Research-Space Physics","UCAR and University"
"articles:16663","article","2015-03-01","The role of magnetic flux tube deformation and magnetosheath plasma beta in the saturation of the Region 1 field-aligned current system","Wilder, F.;Eriksson, S.;et al","10.1002/2014JA020533","ark:/85065/d7jh3ndn","Journal of Geophysical Research-Space Physics","UCAR and University"
"articles:16664","article","2015-04-01","Upper thermospheric responses to forcing from above and below during 1-10 April 2010: Results from an ensemble of numerical simulations","Hagan, M.;Haeusler, K.;et al","10.1002/2014JA020706","ark:/85065/d7dr2wqc","Journal of Geophysical Research-Space Physics","UCAR and University"
"articles:16668","article","2015-02-01","Interannual Caribbean salinity in satellite data and model simulations","Grodsky, S.;Johnson, B.;et al","10.1002/2014JC010625","ark:/85065/d7wq050h","Journal of Geophysical Research-Oceans","UCAR and University"
"articles:16669","article","2015-03-05","Using results from the PlioMIP ensemble to investigate the Greenland Ice Sheet during the mid-Pliocene Warm Period","Dolan, A.;Hunter, S.;et al","10.5194/cp-11-403-2015","ark:/85065/d7s183pv","Climate of the Past","UCAR, University and Other"
"articles:16670","article","2015-03-30","Long-term particulate matter modeling for health effect studies in California -- Part 1: Model performance on temporal and spatial variations","Hu, J.;Zhang, H.;et al","10.5194/acp-15-3445-2015","ark:/85065/d7n87c00","Atmospheric Chemistry and Physics","UCAR and University"
"articles:16675","article","2015-05-01","Statistical postprocessing of high-resolution regional climate model output","Mendoza, P.;Rajagopalan, B.;et al","10.1175/MWR-D-14-00159.1","ark:/85065/d70g3mb1","Monthly Weather Review","UCAR and University"
"articles:16676","article","2015-05-01","Characterization of surface winds over the Iberian Peninsula","Lorente-Plazas, R.;Montávez, J.;et al","10.1002/joc.4034","ark:/85065/d7vt1t82","International Journal of Climatology","UCAR, University and Other"
"articles:16677","article","2015-05-29","Directional storm surge in enclosed seas: The Red Sea, the Adriatic, and Venice","Drews, C.","10.3390/jmse3020356","ark:/85065/d7r212kg","Journal of Marine Science and Engineering","UCAR only"
"articles:16678","article","2015-05-01","Organic forms dominate hydrologic nitrogen export from a lowland tropical watershed","Taylor, P.;Wieder, W.;et al","10.1890/13-1418.1","ark:/85065/d7m909vr","Ecology","UCAR and University"
"articles:16680","article","2015-05-01","Topographic coupling of the Atlantic overturning and gyre circulations","Yeager, S.","10.1175/JPO-D-14-0100.1","ark:/85065/d7br8tb8","Journal of Physical Oceanography","UCAR only"
"articles:16681","article","2015-03-01","Bjerknes-like compensation in the wintertime North Pacific","Bishop, S.;Bryan, F.;et al","10.1175/JPO-D-14-0157.1","ark:/85065/d77082ks","Journal of Physical Oceanography","UCAR and University"
"articles:16682","article","2015-04-16","Composition and physical properties of the Asian Tropopause Aerosol Layer and the North American Tropospheric Aerosol Layer","Yu, P.;Toon, O.;et al","10.1002/2015GL063181","ark:/85065/d73779wh","Geophysical Research Letters","UCAR, University and Other"
"articles:16685","article","2015-06-10","δ-sunspot formation in simulation of active-region-scale flux emergence","Fang, F.;Fan, Y.","10.1088/0004-637X/806/1/79","ark:/85065/d7q241f3","The Astrophysical Journal","UCAR only"
