wos id	Author	author full name	group authors	title	source	book series	conference title	conference date	conference location	sponsor	host	DE	ID	abstract	issn	isbn	published month-day	published year	volume	issue	part	supplement	special issue	beginning page	ending page	article number	doi
WOS:000284211300002	"Kishtawal, CM; Niyogi, D; Tewari, M; Pielke, RA; Shepherd, JM"	"Kishtawal, C. M.; Niyogi, Dev; Tewari, Mukul; Pielke, Roger A., Sr.; Shepherd, J. Marshall"		Urbanization signature in the observed heavy rainfall climatology over India	INTERNATIONAL JOURNAL OF CLIMATOLOGY									"We assess the urbanization impacts on the heavy rainfall climatology during the Indian summer monsoon. While a number of studies have identified the impact of urbanization on local precipitation, a large-scale assessment has been lacking. This relation between urbanization and Indian monsoon rainfall changes is investigated by analyzing in situ and satellite-based precipitation and population datasets. Using a long-term daily rainfall dataset and high-resolution gridded analysis of human population, this study showed a significantly increasing trend in the frequency of heavy rainfall climatology over urban regions of India during the monsoon season. Urban regions experience less occurrences of light rainfall and significantly higher occurrences of intense precipitation compared to nonurban regions. Very heavy and extreme rainfall events showed increased trends over both urban and rural areas, but the trends over urban areas were larger and statistically more significant. Our analysis suggests that there is adequate statistical basis to conclude that the observed increasing trend in the frequency of heavy rainfall events over Indian monsoon region is more likely to be over regions where the pace of urbanization is faster. Moreover, rainfall measurements from satellites also indicate that urban areas are more (less) likely to experience heavier (lighter) precipitation rates compared to those in nonurban areas. While the mechanisms causing this enhancement in rainfall remain to be studied, the results provide the evidence that the increase in the heavy rainfall climatology over the Indian monsoon region is a signature of urban-induced rainfall anomaly. Copyright (C) 2009 Royal Meteorological Society"	0899-8418		NOV	2010	30	13				1908	1916		10.1002/joc.2044
WOS:000284211300015	"Lawrence, PJ; Chase, TN"	"Lawrence, Peter J.; Chase, Thomas N."		Investigating the climate impacts of global land cover change in the community climate system model	INTERNATIONAL JOURNAL OF CLIMATOLOGY									"Recently, (Pitman et al., 2009) found a wide range of bio-geophysical climate impacts from historical land cover change when modelled in a suite of current global climate models (GCMs). The bio-geophysical climate impacts of human land cover change, however, have been investigated by a wide range of general circulation modelling, regional climate modelling, and observational studies. In this regard the IPCC 4th assessment report specifies radiative cooling of 0.2 W/m(2) as the dominant global impact of human land cover change since 1750, but states this has a low to medium level of scientific understanding. To further contribute to the understanding of the possible climatic impacts of anthropogenic land cover change, we have performed a series of land cover change experiments with the community land model (CLM) within the community climate system model (CCSM). To do this we have developed a new set of potential vegetation land surface parameters to represent land cover change in CLM. The new parameters are consistent with the potential vegetation biome mapping of (Ramankutty and Foley, 1999), with the plant functional types (PFTs) and plant phenology consistent with the current day Moderate Resolution Imaging Spectroradiometer (MODIS) land surface parameters of (Lawrence and Chase, 2007). We found that land cover change in CCSM resulted in widespread regional warming of the near surface atmosphere, but with limited global impact on near surface temperatures. The experiments also found changes in precipitation, with drier conditions regionally, but with limited impact on average global precipitation. Analysis of the surface fluxes in the CCSM experiments found the current day warming was predominantly driven by changes in surface hydrology through reduced evapo-transpiration and latent heat flux, with the radiative forcing playing a secondary role. We show that these finding are supported by a wide range of observational field studies, satellite studies and regional and global climate modelling studies. Copyright (C) 2010 Royal Meteorological Society"	0899-8418		NOV	2010	30	13				2066	2087		10.1002/joc.2061
WOS:000284751200001	"Pierazzo, E; Garcia, RR; Kinnison, DE; Marsh, DR; Lee-Taylor, J; Crutzen, PJ"	"Pierazzo, E.; Garcia, R. R.; Kinnison, D. E.; Marsh, D. R.; Lee-Taylor, J.; Crutzen, P. J."		Ozone perturbation from medium-size asteroid impacts in the ocean	EARTH AND PLANETARY SCIENCE LETTERS									"We present results of an investigation aimed at characterizing the effects of oceanic impacts of 500 in and 1 km diameter asteroids on the lower and middle atmosphere, estimating ozone loss and potential danger from UV radiation at the Earth's surface. Little work has been done so far to assess the atmospheric perturbation from the impact of objects in this size range, even though their sizes are close to the threshold for causing global environmental effects. In particular, at the Earth's surface oceanic impacts are twice more likely to occur than land impacts. This work represents the first attempt at combining impact simulations with a three-dimensional shock physics code (SOVA), and atmospheric simulations using the general circulation model with interactive chemistry WACCM. SOVA simulations provided an estimate of the amount and state of material ejected into the atmosphere by the impacts. Estimated water vapor in the upper atmosphere was then introduced in the initial conditions for the WACCM simulations that modeled the subsequent perturbation of atmospheric chemistry Final estimates of the change over time in UV flux at the surface due to the impact-induced ozone change are then carried out using the TUV radiative transfer model. The results suggest that mid-latitude oceanic impacts of 1 km asteroids can produce a significant, global perturbation of upper atmospheric chemistry, including multi-year global ozone depletion comparable to ozone hole records registered in the mid-1990 s. Asteroids 500 m in diameter cause limited perturbations of upper atmospheric chemistry with significant ozone depletion confined to the hemisphere in which the impact occurred. Impact-induced ozone depletion affects UV irradiance at the Earth's surface, resulting in levels of UV-B irradiance that can be dangerous for living organisms, and, in the tropics and initial midlatitude summers, far exceed levels currently experienced anywhere on Earth. (C) 2010 Elsevier B.V. All rights reserved."	0012-821X		NOV 1	2010	299	4-Mar				263	272		10.1016/j.epsl.2010.08.036
WOS:000284430500001	"Moradi, H; Baldner, C; Birch, AC; Braun, DC; Cameron, RH; Duvall, TL; Gizon, L; Haber, D; Hanasoge, SM; Hindman, BW; Jackiewicz, J; Khomenko, E; Komm, R; Rajaguru, P; Rempel, M; Roth, M; Schlichenmaier, R; Schunker, H; Spruit, HC; Strassmeier, KG; Thompson, MJ; Zharkov, S"	"Moradi, H.; Baldner, C.; Birch, A. C.; Braun, D. C.; Cameron, R. H.; Duvall, T. L., Jr.; Gizon, L.; Haber, D.; Hanasoge, S. M.; Hindman, B. W.; Jackiewicz, J.; Khomenko, E.; Komm, R.; Rajaguru, P.; Rempel, M.; Roth, M.; Schlichenmaier, R.; Schunker, H.; Spruit, H. C.; Strassmeier, K. G.; Thompson, M. J.; Zharkov, S."		Modeling the subsurface structure of sunspots	SOLAR PHYSICS									"While sunspots are easily observed at the solar surface, determining their subsurface structure is not trivial. There are two main hypotheses for the subsurface structure of sunspots: the monolithic model and the cluster model. Local helioseismology is the only means by which we can investigate subphotospheric structure. However, as current linear inversion techniques do not yet allow helioseismology to probe the internal structure with sufficient confidence to distinguish between the monolith and cluster models, the development of physically realistic sunspot models are a priority for helioseismologists. This is because they are not only important indicators of the variety of physical effects that may influence helioseismic inferences in active regions, but they also enable detailed assessments of the validity of helioseismic interpretations through numerical forward modeling. In this article, we provide a critical review of the existing sunspot models and an overview of numerical methods employed to model wave propagation through model sunspots. We then carry out a helioseismic analysis of the sunspot in Active Region 9787 and address the serious inconsistencies uncovered by Gizon et al. (2009a, 2009b). We find that this sunspot is most probably associated with a shallow, positive wave-speed perturbation (unlike the traditional two-layer model) and that travel-time measurements are consistent with a horizontal outflow in the surrounding moat."	0038-0938		NOV	2010	267	1				1	62		10.1007/s11207-010-9630-4
WOS:000284463700003	"Griesser, T; Bronnimann, S; Grant, A; Ewen, T; Stickler, A; Comeaux, J"	"Griesser, Thomas; Broennimann, Stefan; Grant, Andrea; Ewen, Tracy; Stickler, Alexander; Comeaux, Joey"		Reconstruction of global monthly upper-level temperature and geopotential height fields back to 1880	JOURNAL OF CLIMATE									"This work presents statistically reconstructed global monthly mean fields of temperature and geopotential height (GPH) up to 100 hPa for the period 1880-1957. For the statistical model several thousand predictors were used, comprising a large amount of historical upper-air data as well as data from the earth's surface. In the calibration period (1958-2001), the statistical models were fit using the 40-yr European Centre for Medium-Range Weather Forecasts (ECMWF) Re-Analysis (ERA-40) as the predictand. After the weighting of the predictors, principal component (PC) analyses were performed on both the predictand and predictor dataset. Multiple linear regression models relate each principal component time series from the predictand with an optimal subset of principal component time series from the predictor. To assess the quality of the reconstructions, statistical split-sample validation (SSV) experiments were performed within the calibration period. Furthermore, the reconstructions were compared with independent historical upper-air and total ozone data. Based on the SSV experiment, this study obtained good reconstructions for temperature and GPH in the Northern Hemisphere; however, the skill in the tropics and the Southern Hemisphere was much lower. The reconstruction skill shows a clear annual cycle with the highest values in January. The lower levels were better reconstructed except in the tropics where the highest levels showed the best skill. With the inclusion of a considerable amount of upper-air data after 1939 the skill increased substantially. The fields were analyzed for selected months in the 1920s and 1930s to demonstrate the usefulness of the reconstructions. It is shown that the reconstructions are able to capture regional-to-global dynamical features."	0894-8755		NOV	2010	23	21				5590	5609		10.1175/2010JCLI3056.1
WOS:000284463700010	"Rawlins, MA; Steele, M; Holland, MM; Adam, JC; Cherry, JE; Francis, JA; Groisman, PY; Hinzman, LD; Huntington, TG; Kane, DL; Kimball, JS; Kwok, R; Lammers, RB; Lee, CM; Lettenmaier, DP; McDonald, KC; Podest, E; Pundsack, JW; Rudels, B; Serreze, MC; Shiklomanov, A; Skagseth, O; Troy, TJ; Vorosmarty, CJ; Wensnahan, M; Wood, EF; Woodgate, R; Yang, DQ; Zhang, K; Zhang, TJ"	"Rawlins, Michael A.; Steele, Michael; Holland, Marika M.; Adam, Jennifer C.; Cherry, Jessica E.; Francis, Jennifer A.; Groisman, Pavel Ya.; Hinzman, Larry D.; Huntington, Thomas G.; Kane, Douglas L.; Kimball, John S.; Kwok, Ron; Lammers, Richard B.; Lee, Craig M.; Lettenmaier, Dennis P.; McDonald, Kyle C.; Podest, Erika; Pundsack, Jonathan W.; Rudels, Bert; Serreze, Mark C.; Shiklomanov, Alexander; Skagseth, Oystein; Troy, Tara J.; Voeroesmarty, Charles J.; Wensnahan, Mark; Wood, Eric F.; Woodgate, Rebecca; Yang, Daqing; Zhang, Ke; Zhang, Tingjun"		Analysis of the Arctic system for freshwater cycle intensification: Observations and expectations	JOURNAL OF CLIMATE									"Hydrologic cycle intensification is an expected manifestation of a warming climate. Although positive trends in several global average quantities have been reported, no previous studies have documented broad intensification across elements of the Arctic freshwater cycle (FWC). In this study, the authors examine the character and quantitative significance of changes in annual precipitation, evapotranspiration, and river discharge across the terrestrial pan-Arctic over the past several decades from observations and a suite of coupled general circulation models (GCMs). Trends in freshwater flux and storage derived from observations across the Arctic Ocean and surrounding seas are also described. With few exceptions, precipitation, evapotranspiration, and river discharge fluxes from observations and the GCMs exhibit positive trends. Significant positive trends above the 90% confidence level, however, are not present for all of the observations. Greater confidence in the GCM trends arises through lower interannual variability relative to trend magnitude. Put another way, intrinsic variability in the observations tends to limit confidence in trend robustness. Ocean fluxes are less certain, primarily because of the lack of long-term observations. Where available, salinity and volume flux data suggest some decrease in saltwater inflow to the Barents Sea (i.e., a decrease in freshwater outflow) in recent decades. A decline in freshwater storage across the central Arctic Ocean and suggestions that large-scale circulation plays a dominant role in freshwater trends raise questions as to whether Arctic Ocean freshwater flows are intensifying. Although oceanic fluxes of freshwater are highly variable and consistent trends are difficult to verify, the other components of the Arctic FWC do show consistent positive trends over recent decades. The broad-scale increases provide evidence that the Arctic FWCis experiencing intensification. Efforts that aim to develop an adequate observation system are needed to reduce uncertainties and to detect and document ongoing changes in all system components for further evidence of Arctic FWC intensification."	0894-8755		NOV	2010	23	21				5715	5737		10.1175/2010JCLI3421.1
WOS:000284463700011	"Zhou, CH; Li, T"	"Zhou, Chunhua; Li, Tim"		Upscale feedback of tropical synoptic variability to intraseasonal oscillations through the nonlinear rectification of the surface latent heat flux	JOURNAL OF CLIMATE									"Analysis of observational data suggests two-way interactions between the tropical intraseasonal oscillation (ISO) and synoptic-scale variability (SSV). On one hand, SSV is strongly modulated by the ISO; that is, a strengthened (weakened) SSV appears during the enhanced (suppressed) ISO phase. The northwest-southeast-oriented synoptic wave train is strengthened and well organized in the northwestern Pacific during the enhanced ISO phase but weakened during the suppressed ISO phase. On the other hand, SSV may exert an upscale feedback to ISO through the nonlinearly rectified surface latent heat flux (LHF). The maximum synoptic contribution exceeds 20%-30% of the total intraseasonal LHF over the tropical Indian Ocean, western Pacific, and northeastern Pacific. The nonlinearly rectified LHF leads the ISO convection and boundary layer specific humidity, and thus it may contribute to the propagation of the ISO in boreal summer through the preconditioning of the surface moisture and moist static energy ahead of the convection."	0894-8755		NOV	2010	23	21				5738	5754		10.1175/2010JCLI3468.1
WOS:000284463700016	"Okumura, YM; Deser, C"	"Okumura, Yuko M.; Deser, Clara"		Asymmetry in the duration of El Ni&#241;o and La Ni&#214;na	JOURNAL OF CLIMATE									"El Nino and La Nina are not a simple mirror image, but exhibit significant differences in their spatial structure and seasonal evolution. In particular, sea surface temperature (SST) anomalies over the equatorial Pacific cold tongue are larger in magnitude during El Nino compared to La Nina, resulting in positive skewness of interannual SST variations. The associated atmospheric deep convection anomalies are displaced eastward during El Nino compared to La Nina because of the nonlinear atmospheric response to SST. In addition to these well-known features, an analysis of observational data for the past century shows that there is a robust asymmetry in the duration of El Nino and La Nina. Most El Ninos and La Ninas develop in late boreal spring/summer, when the climatological cold tongue is intensifying, and they peak near the end of the calendar year. After the mature phase, El Ninos tend to decay rapidly by next summer, but many La Ninas persist through the following year and often reintensify in the subsequent winter. Throughout the analysis period, this asymmetric feature is evident for strong events in which Nino-3.4 SST anomalies exceed one standard deviation in December. Seasonally stratified composite analysis suggests that the eastward displacement of atmospheric deep convection anomalies during El Nino enables surface winds in the western equatorial Pacific to be more affected by remote forcing from the Indian Ocean, which acts to terminate the Pacific events."	0894-8755		NOV	2010	23	21				5826	5843		10.1175/2010JCLI3592.1
WOS:000285039700005	"Bryan, GH; Parker, MD"	"Bryan, George H.; Parker, Matthew D."		Observations of a squall line and its near environment using high-frequency rawinsonde launches during VORTEX2	MONTHLY WEATHER REVIEW									"Rawinsonde data were collected before and during passage of a squall line in Oklahoma on 15 May 2009 during the Second Verification of the Origins of Rotation in Tornadoes Experiment (VORTEX2) Nine soundings were released within 3 h, allowing for unprecedented analysis of the squall line's internal structure and nearby environment Four soundings were released in the prestorm environment and they document the following features low level cooling associated with the reduction of solar isolation by a cirrus anvil, abrupt warming (1 5 K in 30 min) above the boundary layer, which is probably attributable to a gravity wave increases in both low level and deep-layer vertical wind shear within 100 km of the squall line and evidence of ascent extending at least 75 km ahead of the squall line The next sounding was released similar to 5 km ahead of the squall line's Rust front, it documented a moist absolutely unstable layer within a 2 km-deep layer of ascent, with vertical air velocity of approximately 6 m s(-1) Another sounding was released after the gust front passed but before precipitation began, this sounding showed the cold pool to be similar to 4 km deep, with a cold pool intensity C approximate to 35 m s(-1) even though this sounding was located only 8 km behind the surface gust front The final three soundings were released in the trailing stratiform region of the squall line, and they showed typical features such as ""onion -shaped soundings nearly uniform equivalent potential temperature over a deep layer and an elevated rear inflow jet The cold pool was 47 km deep in the trailing stratiform region, and extended similar to 1 km above the melting level, suggesting that sublimation was a contributor to cold pool development A mesoscale analysis of the sounding data shows an upshear tilt to the squall line, which is consistent with the cold pool intensity C being much larger than a measure of environmental vertical wind shear Delta U This dataset should be useful for evaluating cloud scale numerical model simulations and analytic theory but the authors argue that additional observations of this type should be collected in future field projects"	0027-0644		NOV	2010	138	11				4076	4097		10.1175/2010MWR3359.1
WOS:000285039700011	"Anderson, JL"	"Anderson, Jeffrey L."		A non-Gaussian ensemble filter update for data assimilation	MONTHLY WEATHER REVIEW									"A deterministic square root ensemble Kalman filter and a stochastic perturbed observation ensemble Kalman filter are used for data assimilation in both linear and nonlinear single variable dynamical systems For the linear system, the deterministic filter is simply a method for computing the Kalman filter and is optimal while the stochastic filter has suboptimal performance due to sampling error For the nonlinear system, the deterministic filter has increasing error as ensemble size increases because all ensemble members but one become tightly clustered In this case, the stochastic filter performs better for sufficiently large ensembles A new method for computing ensemble increments in observation space is proposed that does not suffer from the pathological behavior of the deterministic filter while avoiding much of the sampling error of the stochastic filter This filter uses the order statistics of the prior observation space ensemble to create an approximate continuous prior probability distribution in a fashion analogous to the use of rank histograms for ensemble forecast evaluation This rank histogram filter can represent non-Gaussian observation space priors and posteriors and is shown to be competitive with existing filters for problems as large as global numerical weather prediction The ability to represent non-Gaussian distributions is useful for a variety of applications such as convective-scale assimilation and assimilation of bounded quantities such as relative humidity"	0027-0644		NOV	2010	138	11				4186	4198		10.1175/2010MWR3253.1
WOS:000285039700013	"Mirocha, JD; Lundquist, JK; Kosovic, B"	"Mirocha, J. D.; Lundquist, J. K.; Kosovic, B."		Implementation of a nonlinear subfilter turbulence stress model for large-eddy simulation in the advanced research WRF model	MONTHLY WEATHER REVIEW									"Two formulations of a nonlinear turbulence subfilter-scale (SFS) stress model were implemented into the Advanced Research Weather Research and Forecasting model (ARW-WRF) version 30 for improved large-eddy simulation performance The new models were evaluated against the WRF model's standard Smagorinsky and 1 5-order turbulence kinetic energy (TKE) linear eddy viscosity SFS stress models in simulations of geostroplucally forced, neutral boundary layer flow over both flat terrain and a shallow, symmetric transverse ridge Comparisons of simulation results with similarity profiles indicate that the nonlinear models significantly Improve agreement with the expected profiles near the surface reducing the overprediction of near surface stress characteristic of linear eddy-viscosity models with no near wall damping Comparisons of simulations conducted using different mesh sizes Indicate that the nonlinear model simulations at coarser resolutions agree more closely with the higher-resolution results than corresponding lower-resolution simulations using the standard WRF SFS stress models The nonlinear models produced flows featuring a broader range of eddy sizes with less spectral power at lower frequencies and more spectral power at higher frequencies In simulated flow over the transverse ridge, distributions of flow separation and reversal near the surface simulated at higher resolution were likewise better depicted in coarser resolution simulations using the nonlinear models"	0027-0644		NOV	2010	138	11				4212	4228		10.1175/2010MWR3286.1
WOS:000282696600006	"Charusombat, U; Niyogi, D; Kumar, A; Wang, X; Chen, F; Guenther, A; Turnipseed, A; Alapaty, K"	"Charusombat, U.; Niyogi, D.; Kumar, A.; Wang, X.; Chen, F.; Guenther, A.; Turnipseed, A.; Alapaty, K."		Evaluating a new deposition velocity module in the Noah land-surface model	BOUNDARY-LAYER METEOROLOGY									"The community Noah land-surface model (Noah LSM) has been modified to couple with a photosynthesis-transpiration scheme (GEM) to estimate the deposition velocity (V(d)) for air quality studies. This new capability of the Noah-GEM model was tested in a point version of the National Center for Atmospheric Research-High Resolution Land Data Assimilation System (HRLDAS). Ozone V(d) observations from June 1-30, 2002 over the AmeriFlux forested site located at Niwot Ridge, Colorado, USA (40A degrees 1'58 '' N;105A degrees 32'47 '' W) were used. The model reasonably captures V(d) variations for both dry and wet conditions but has problems at nighttime. Experiments were performed to assess the sensitivity of V(d) calculations to surface characteristics related to vegetation and soil parameters. The results indicated that V(d) values are sensitive to accurate specifications of the leaf area index (LAI) and a lesser extent to vegetation type, maximum stomatal resistance (R(smax) ) and soil texture prescription. The model sensitivity to canopy resistance was noted for both daytime and nighttime. For this forest site, neither soil textures nor soil moisture appeared to affect V(d) calculations significantly, though they affected the surface heat-flux estimation particularly under low soil moisture conditions. Therefore, the V(d) estimation in the Noah model can be enhanced by either site-specific LAI or assimilating regional normal difference vegetation index information for specific time periods. Results also highlighted the need to lower the current constant R(smax) value used in Noah and other land-surface models."	0006-8314		NOV	2010	137	2				271	290		10.1007/s10546-010-9531-y
WOS:000284520300004	"Yue, XA; Schreiner, WS; Lei, JH; Rocken, C; Kuo, YH; Wan, WX"	"Yue, Xinan; Schreiner, William S.; Lei, Jiuhou; Rocken, Christian; Kuo, Ying-Hwa; Wan, Weixing"		Climatology of ionospheric upper transition height derived from COSMIC satellites during the solar minimum of 2008	JOURNAL OF ATMOSPHERIC AND SOLAR-TERRESTRIAL PHYSICS									"The electron density profiles retrieved from the Constellation Observing System for Meteorology, Ionosphere & Climate (COSMIC) satellite Radio Occultation (RO) observations during 2008 are used to derive ionospheric upper transition height, where the density of O(+) is equal to that of light ions (mainly H(+) and He(+)). It is found that the ionosphere upper transition height is very low, with significant local time, latitude and seasonal variations, during the extremely low solar minimum of 2008. The transition height is higher in the daytime than at night, except over middle latitude region of winter hemisphere, where the transition height has minimum in the morning. There is a pronounced peak over equator for all seasons. The transition height is higher in summer than in winter hemisphere. Our results have comparability with C/NOFS satellite observations around the equatorial region during June-August of 2008. However, the IRI model gives much higher transition height than those from COSMIC and cannot reproduce its latitude and season variations well during 2008. (C) 2010 Elsevier Ltd. All rights reserved."	1364-6826		NOV	2010	72	17				1270	1274		10.1016/j.jastp.2010.08.018
WOS:000284841300010	"Kim, K; Eom, DY; Lee, DK; Kuo, YH"	"Kim, Kyungna; Eom, Dae-Yong; Lee, Dong-Kyou; Kuo, Ying-Hwa"		Diurnal variation of simulated 2007 summertime precipitation over South Korea in a real-time forecast model system	ASIA-PACIFIC JOURNAL OF ATMOSPHERIC SCIENCES									"A real-time forecast (RTF) system using Weather Research and Forecast (WRF) model version 2.2 is used to evaluate the diurnal variation of precipitation over South Korea in the summer (June to August) of 2007. The characteristics of the observed precipitation are also analyzed. The analysis and simulation period is divided into two sub-periods following the end of the changma, or East Asian monsoon, in 2007: Period_1 is from 1 June to 21 July, and Period_2 is from 22 July to 31 August. A 24-h precipitation cycle is observed over the entire period. The diurnal variation of precipitation over the South Korea shows that the nighttime maximum precipitation in Period_1 is affected by a largescale system; in contrast, the daytime maximum precipitation in Period_2 resulted from mesoscale convections is induced by thermal instability and moisture advection. The phases of the diurnal variation of simulated precipitation are consistent with those of the observed precipitation. The daytime rainfall amount of simulated precipitation in Period_2 is overestimated, and the convective rain process significantly affects the simulated total precipitation. The daytime overestimated precipitation is associated with overestimations of low-level temperature and moisture during the daytime in the model simulations as compared with the observations."	1976-7633		NOV	2010	46	4				505	512		10.1007/s13143-010-0032-1
WOS:000284211300017	"Kvalevag, MM; Myhre, G; Bonan, G; Levis, S"	"Kvalevag, Maria Malene; Myhre, Gunnar; Bonan, Gordon; Levis, Samuel"		Anthropogenic land cover changes in a GCM with surface albedo changes based on MODIS data	INTERNATIONAL JOURNAL OF CLIMATOLOGY									"This study uses a global climate model (GCM) to investigate the climate response at the surface and in the atmosphere caused by land use change. The climate simulations are performed with the National Center for Atmospheric Research Community Land Model 3.5 (CLM3.5) coupled to the Community Atmosphere Model 3 (CAM3) and a slab ocean model. We use the Moderate Resolution Imaging Spectroradiometer (MODIS) surface albedo product to represent surface albedo in the CLM3.5 for both present day and to reconstruct the surface albedo for natural pre-agriculture conditions. We compare simulations including vegetation changes and surface albedo changes to simulations including only surface albedo changes. We find that the surface albedo change is most dominant in temperate regions while the change in evapotranspiration drives the climate response in the tropics. Our results show that land cover changes contribute to an annual global warming of 0.04 K, but there are large regional differences. In North America and Europe, the surface temperatures decrease by -0.11 and -0.09 K, respectively, while in India the surface temperatures increase by 0.09 K. When we fix the vegetation cover in the simulations and let the climate changes be driven only by the differences in surface albedo, the annual global mean surface warming is reduced, and all three regions are now associated with surface cooling. We also show that the surface albedo value for cropland is of major importance in climate simulations of land cover change. The surface albedo effect is the main driving mechanism when the change in surface albedo between agricultural and natural vegetation is substantial. Finally, we argue that differences in the surface albedo value of cropland implemented in earlier land use change studies explain the diversity in the sign and magnitude of the climate response. Copyright (C) 2009 Royal Meteorological Society"	0899-8418		NOV	2010	30	13				2105	2117		10.1002/joc.2012
WOS:000284211300018	"Hibbard, K; Janetos, A; van Vuuren, DP; Pongratz, J; Rose, SK; Betts, R; Herold, M; Feddema, JJ"	"Hibbard, Kathy; Janetos, Anthony; van Vuuren, Detlef P.; Pongratz, Julia; Rose, Steven K.; Betts, Richard; Herold, Martin; Feddema, Johannes J."		Research priorities in land use and land-cover change for the Earth system and integrated assessment modelling	INTERNATIONAL JOURNAL OF CLIMATOLOGY									"This special issue has highlighted recent and innovative methods and results that integrate observations and modelling analyses of regional to global aspect of biophysical and biogeochemical interactions of land-cover change with the climate system. Both the Earth System and the Integrated Assessment modeling communities recognize the importance of an accurate representation of land use and land-cover change to understand and quantify the interactions and feedbacks with the climate and socio-economic systems, respectively. To date, cooperation between these communities has been limited. Based on common interests, this work discusses research priorities in representing land use and land-cover change for improved collaboration across modelling, observing and measurement communities. Major research topics in land use and land-cover change are those that help us better understand (1) the interaction of land use and land cover with the climate system (e.g. carbon cycle feedbacks), (2) the provision of goods and ecosystem services by terrestrial (natural and anthropogenic) land-cover types (e.g. food production), (3) land use and management decisions and (4) opportunities and limitations for managing climate change (for both mitigation and adaptation strategies). Copyright (C) 2010 Royal Meteorological Society and Crown Copyright."	0899-8418		NOV	2010	30	13				2118	2128		10.1002/joc.2150
WOS:000284987300006	"Guenther, A"	"Guenther, Alex"		Role of organic volatile compounds in biosphere-atmosphere interactions	BIOFUTUR										0294-3506		NOV	2010		315				42	45		
WOS:000283774200001	"Gray, LJ; Beer, J; Geller, M; Haigh, JD; Lockwood, M; Matthes, K; Cubasch, U; Fleitmann, D; Harrison, G; Hood, L; Luterbacher, J; Meehl, GA; Shindell, D; van Geel, B; White, W"	"Gray, L. J.; Beer, J.; Geller, M.; Haigh, J. D.; Lockwood, M.; Matthes, K.; Cubasch, U.; Fleitmann, D.; Harrison, G.; Hood, L.; Luterbacher, J.; Meehl, G. A.; Shindell, D.; van Geel, B.; White, W."		Solar influences on climate+E137	REVIEWS OF GEOPHYSICS									"Understanding the influence of solar variability on the Earth's climate requires knowledge of solar variability, solar-terrestrial interactions, and the mechanisms determining the response of the Earth's climate system. We provide a summary of our current understanding in each of these three areas. Observations and mechanisms for the Sun's variability are described, including solar irradiance variations on both decadal and centennial time scales and their relation to galactic cosmic rays. Corresponding observations of variations of the Earth's climate on associated time scales are described, including variations in ozone, temperatures, winds, clouds, precipitation, and regional modes of variability such as the monsoons and the North Atlantic Oscillation. A discussion of the available solar and climate proxies is provided. Mechanisms proposed to explain these climate observations are described, including the effects of variations in solar irradiance and of charged particles. Finally, the contributions of solar variations to recent observations of global climate change are discussed."	8755-1209		OCT 30	2010	48							RG4001	10.1029/2009RG000282
WOS:000283750600008	"Min, M; Wang, PC; Campbell, JR; Zong, XM; Li, Y"	"Min, Min; Wang, Pucai; Campbell, James R.; Zong, Xuemei; Li, Ying"		Midlatitude cirrus cloud radiative forcing over China	JOURNAL OF GEOPHYSICAL RESEARCH-ATMOSPHERES									"Midlatitude cirrus cloud radiative forcing (CRF) values at the tropopause over China are estimated using a radiative transfer model initialized by Earth-orbiting Cloud-Aerosol Lidar with Orthogonal Polarization (CALIOP) and Moderate Resolution Imaging Spectroradiometer (MODIS) measurements. A derived diurnal mean CRF, solved as a function of solar zenith angle, theta, though varied over the solar day, is used to evaluate the sensitivity and influence of theta on CRF calculations. Although a total mean net (NET) CRF of 36.5 +/- 48.4 W m (2), estimated using direct observation data, is approximately equal to the value of 36.8 +/- 50.4 W m (2) from the diurnal mean simulations, monthly differences illustrate a seasonality function dictating the influence of theta on CRF. A significant positive NET effect exceeding similar to 80 W m (2) over the Qinghai-Tibet Plateau is found, which is in contrast to a NET CRF found to be closer to 20 W m (2) for most parts of China. This finding is attributable to a more prominent warming effect of cirrus clouds observed over higher terrain. Furthermore, a warmer and more humid thermal profile over the high terrain in summer induces decreases in longwave (LW) and NET CRF over the plateau. The seasonal spatial variability of cirrus cloud visible optical depths also contributes to the corresponding spatial variability of shortwave (SW), LW, and NET CRF solved."	0148-0227		OCT 29	2010	115							D20210	10.1029/2010JD014161
